0.000000000000000000e+00 5.298907840001811920e-01 4.000000000000000222e-01
3.684210526315789269e-01 5.715749638028890800e-01 4.000000000000000222e-01
7.368421052631578538e-01 9.958660957951885884e-01 4.000000000000000222e-01
1.105263157894736725e+00 1.335445161288262295e+00 4.000000000000000222e-01
1.473684210526315708e+00 1.615279225326659240e+00 4.000000000000000222e-01
1.842105263157894690e+00 1.646107509625417853e+00 4.000000000000000222e-01
2.210526315789473450e+00 2.533921495805435686e-01 4.000000000000000222e-01
2.578947368421052655e+00 5.346384821151384248e-01 4.000000000000000222e-01
2.947368421052631415e+00 1.118465417638917353e-01 4.000000000000000222e-01
3.315789473684210176e+00 1.211321808465146144e-02 4.000000000000000222e-01
3.684210526315789380e+00 -7.560120436049155845e-01 4.000000000000000222e-01
4.052631578947368141e+00 -1.033557635981920075e+00 4.000000000000000222e-01
4.421052631578946901e+00 -1.053589683414482225e+00 4.000000000000000222e-01
4.789473684210525661e+00 -8.767504677069196672e-01 4.000000000000000222e-01
5.157894736842105310e+00 -1.368736908933774199e+00 4.000000000000000222e-01
5.526315789473684070e+00 -8.939098868739242532e-01 4.000000000000000222e-01
5.894736842105262831e+00 -4.217355965905416615e-01 4.000000000000000222e-01
6.263157894736841591e+00 -3.309069997810340502e-02 4.000000000000000222e-01
6.631578947368420351e+00 5.614108182125594482e-01 4.000000000000000222e-01
7.000000000000000000e+00 8.106148082325640436e-01 4.000000000000000222e-01
